,Unnamed: 0,pr_id,ms_id,has_conflict,top_proj,top_proj_target,top_proj_source,occ_proj,occ_proj_target,occ_proj_source,top_ms,top_ms_target,top_ms_source,occ_ms,occ_ms_target,occ_ms_source,devs,devs_target,devs_source,devs_both,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source
27026,27027,19,79600,1,1,1,0,2,2,1,2,1,1,1,1,0,3,3,1,1,52,52,1,1,81,81,1,359,446,2,22,21,1
18582,18583,14,77734,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,3,3,1,29,16,12,2,1,1
10837,10838,12,9147,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,18,15,4,1,85,82,4,1212,2283,14,13,12,1
56296,56297,63,32006,1,1,1,1,3,2,1,1,1,1,3,2,1,4,3,2,1,28,27,9,8,103,82,21,3303,6407,239,65,52,14
3648,3649,7,73587,1,2,0,2,6,1,5,2,1,1,6,0,6,8,1,7,0,7,1,7,1,60,1,60,325,2,528,13,1,12
35046,35047,28,67844,1,0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,3,3,2,2,8,6,3,64,42,31,8,3,5
74068,74069,99,129085,1,2,0,2,7,1,6,1,1,1,8,0,8,9,1,8,0,40,10,31,1,845,196,650,1845,522,1373,34,10,24
11570,11571,12,73894,1,1,0,1,2,2,1,1,1,0,2,1,1,3,2,2,1,13,8,7,2,692,684,9,5826,5737,94,8,5,3
54892,54893,57,76877,1,0,0,0,29,1,29,1,1,1,28,0,28,29,1,29,1,209,2,209,2,642,11,636,4788,21,8463,86,3,83
33294,33295,24,6373,1,1,1,1,1,0,1,1,1,1,1,0,1,2,1,2,1,7,6,4,4,36,25,10,126,167,37,8,6,2
14894,14895,13,58598,1,2,1,2,2,0,2,2,1,1,2,0,2,4,1,4,1,96,13,6,3,810,26,115,10242,6148,968,40,20,20
33584,33585,24,53964,1,1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,16,4,14,2,144,72,74,2142,457,2341,25,1,24
10958,10959,12,11179,1,1,1,1,2,2,1,1,1,0,2,2,0,3,3,2,2,187,183,7,3,387,332,57,19142,44402,582,36,33,3
5692,5693,9,3070,1,2,2,2,0,0,0,0,0,0,2,2,0,1,1,1,1,6,6,1,1,92,92,1,1412,61274,48,56,55,3
35321,35322,29,6222,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,5,3,3,15,6,8,5,3,2
12041,12042,13,8584,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,24,12,2,2,110,55,2,540,226,43,2,1,1
39423,39424,33,14816,1,4,1,4,0,0,0,1,1,1,3,0,3,4,1,4,1,120,2,120,2,196,13,184,1242,285,2070,14,4,10
77669,77670,103,130345,1,2,1,2,1,1,0,1,0,0,2,1,1,3,2,2,1,106,2,104,1,198,3,195,42393,12,42340,17,3,14
40470,40471,36,70257,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,3,3,1,1,7,6,2,53,49,3,4,3,1
6864,6865,9,26334,1,0,0,0,76,74,2,0,0,0,76,74,2,38,37,1,0,69,69,1,1,611,611,1,4580,36648,30,206,203,3
25909,25910,19,46219,1,0,0,0,4,3,1,2,1,1,2,2,0,4,3,1,0,17,10,9,2,84,41,44,663,203,1110,27,9,18
11312,11313,12,25136,1,2,2,1,2,2,0,1,0,0,3,3,0,4,4,1,1,44,44,3,3,218,208,11,813,960,32,32,30,2
43137,43138,42,99715,1,2,1,2,11,0,11,1,1,1,12,0,12,13,1,13,1,240,2,240,2,1370,69,1314,5458,514,5745,77,1,76
58087,58088,66,53087,1,5,1,4,25,0,25,1,1,1,29,0,29,30,1,29,0,1,1,1,1,40,2,40,477,60,3144,64,3,61
64168,64169,78,104633,1,0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,2,1,2,1,3,2,2,7,3,3,3,1,2
40492,40493,36,70761,1,4,1,3,27,0,27,1,1,1,30,0,30,31,1,30,0,76,10,71,5,240,12,229,1211,100,1372,54,4,50
36463,36464,31,33618,1,1,1,1,9,4,6,0,0,0,10,5,5,10,5,7,2,367,198,176,7,1392,994,405,14827,12977,4796,45,15,30
69313,69314,88,118859,1,6,6,0,70,69,1,1,0,0,75,75,0,76,75,1,0,370,370,2,2,3505,3499,7,38295,140008,20,439,438,1
35355,35356,29,11970,1,1,1,1,8,0,8,1,1,1,8,0,8,9,1,9,1,47,1,46,1,97,1,96,669,2,692,30,1,29
33045,33046,23,115667,1,3,1,3,2,0,2,1,1,1,4,0,4,5,1,5,1,17,7,13,3,134,53,82,480,382,260,30,10,20
26190,26191,19,56145,1,1,0,1,2,1,2,2,1,1,1,0,1,3,1,3,1,5,1,5,1,36,8,30,243,90,306,18,4,14
18323,18324,13,110014,1,3,3,0,174,173,1,1,0,0,176,176,0,177,176,1,0,490,490,3,3,6113,6108,6,84519,1062243,39,1306,1304,2
40936,40937,40,14442,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,3,3,1,18,15,2,2,1,1
11433,11434,12,68810,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,7,7,3,3,41,37,5,283,418,35,5,4,1
51415,51416,55,77533,1,4,4,0,52,51,1,1,0,0,55,55,0,56,55,1,0,407,406,2,1,1593,1592,2,9097,14994,67,369,366,3
14935,14936,13,58675,1,2,2,1,2,1,1,1,0,0,3,2,1,4,3,2,1,174,29,3,3,2952,485,13,45666,15039,100,99,94,5
9292,9293,9,92844,1,0,0,0,70,68,2,0,0,0,70,68,2,35,34,1,0,25,25,1,1,376,376,1,2082,15572,30,113,110,3
51684,51685,55,78289,1,5,0,5,106,1,106,1,1,1,110,0,110,111,1,111,1,659,2,659,2,3721,9,3717,28574,81,67717,1216,1,1215
5478,5479,8,54058,1,2,0,2,2,1,1,2,1,1,2,0,2,4,1,3,0,7,1,6,1,19,1,18,85,4,98,16,1,15
16801,16802,13,79431,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,86,5,86,5,1137,23,1117,6513,72,13607,20,1,19
25848,25849,19,44662,1,2,2,1,3,2,2,2,1,1,3,2,1,5,4,3,2,24,5,20,1,96,15,82,485,145,423,16,6,10
11299,11300,12,24836,1,2,2,1,1,1,0,1,1,0,2,2,0,3,3,1,1,24,22,4,2,95,90,6,158,105,52,6,5,1
43391,43392,42,101089,1,2,2,1,8,2,7,1,1,1,9,3,6,10,4,8,2,135,113,27,5,2149,1975,128,5393,4904,477,33,19,15
15359,15360,13,61392,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1314,657,1,1,3640,1820,1,240244,120239,2,7,6,1
10978,10979,12,13174,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,4,3,3,2,7,3,5,21,12,8,2,1,1
10505,10506,10,54528,1,1,1,0,10,9,1,1,0,0,10,10,0,11,10,1,0,31,29,4,2,162,156,7,728,1179,56,65,61,4
42401,42402,42,69093,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,3,2,2,1,8,6,3,29,25,11,5,4,1
75562,75563,101,131153,1,1,1,0,8,7,1,1,0,0,8,8,0,9,8,1,0,14,14,1,1,26,25,2,569,564,4,12,11,1
10993,10994,12,16822,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,4,1,4,1,4,1,4,16,5,10,2,1,1
41,42,2,107,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,10,5,6,210,147,62,2,1,1
71355,71356,90,111383,1,2,1,2,1,0,1,2,1,1,1,0,1,3,1,3,1,13,7,7,1,118,92,63,4011,2039,4097,8,1,7
1780,1781,6,66300,1,1,1,0,2,1,1,2,1,1,1,1,0,3,2,1,0,90,12,79,1,98,20,79,9389,4482,7339,22,16,6
11464,11465,12,69631,1,1,1,0,3,3,1,1,0,0,3,3,0,4,4,1,1,39,35,6,2,265,260,7,23806,24859,5545,42,41,1
44750,44751,45,44956,1,1,1,1,4,0,4,1,1,1,4,0,4,5,1,5,1,56,2,55,1,159,14,149,513,200,431,17,3,14
64309,64310,78,105225,1,0,0,0,5,1,4,1,1,1,4,0,4,5,1,4,0,5,1,5,1,8,1,8,14,3,11,5,1,4
64098,64099,78,104445,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,3,2,2,10,5,4,3,2,1
18573,18574,14,77491,1,3,0,3,39,0,39,42,42,42,0,0,0,42,0,42,0,78,0,78,0,3960,0,3959,18092,0,43287,182,0,182
44793,44794,45,71927,1,1,0,1,23,1,22,1,1,1,23,0,23,24,1,23,0,182,3,182,3,11322,3,11321,74045,33,137224,184,2,182
30656,30657,23,25861,1,3,0,3,5,1,4,1,1,1,7,0,7,8,1,7,0,11,8,5,2,51,14,38,115,36,104,16,4,12
11601,11602,12,74309,1,1,0,1,3,1,2,1,1,1,3,0,3,4,1,3,0,19,4,17,2,681,655,36,9405,9290,1180,19,2,17
57726,57727,66,30444,1,5,0,5,3,1,2,1,1,1,7,0,7,8,1,7,0,1,1,1,1,7,1,7,38,6,44,10,1,9
46628,46629,46,83546,1,3,0,3,10,1,9,1,1,1,12,0,12,13,1,12,0,35,3,35,3,168,4,165,1557,7,4261,68,2,66
19150,19151,16,7064,1,1,0,1,1,1,1,1,1,1,1,0,1,2,1,2,1,3,1,3,1,6,2,5,31,9,22,4,1,3
40467,40468,36,70192,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,35,7,35,7,159,18,150,526,62,479,13,4,9
47257,47258,46,97810,1,2,2,1,2,2,0,1,0,0,3,3,0,4,4,1,1,19,14,6,1,20,15,6,197,150,51,6,5,1
5535,5536,8,54342,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,7,3,3,2,1,1
50988,50989,55,76598,1,4,4,0,69,69,1,1,0,0,72,72,0,73,73,1,1,587,587,2,2,3855,3855,2,35310,181221,610,1709,1708,1
11197,11198,12,23077,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,21,19,4,2,87,82,6,465,455,15,3,2,1
67338,67339,87,102803,1,1,0,1,2,1,1,1,1,1,2,0,2,3,1,2,0,28,14,16,2,37,19,21,830,455,504,19,10,9
49160,49161,55,26763,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,2,2,1,1,4,3,2,95,59,59,3,2,1
57836,57837,66,31196,1,19,18,1,26,26,0,1,0,0,44,44,0,45,44,1,0,1,1,1,1,35,35,1,94,240,22,57,55,2
12453,12454,13,23202,1,1,1,1,2,0,2,1,1,0,2,0,2,3,1,3,1,27,14,20,7,98,77,29,7903,71032,972,64,57,7
46576,46577,46,83479,1,1,1,0,2,2,1,1,0,0,2,2,0,3,3,1,1,10,10,1,1,48,44,6,138,144,22,8,7,1
28639,28640,23,17982,1,0,0,0,6,2,5,1,1,0,5,1,4,6,2,5,1,8,5,4,1,20,8,15,130,36,712,41,4,37
11166,11167,12,22542,1,2,2,1,0,0,0,1,0,0,1,1,0,2,2,1,1,20,18,4,2,145,133,13,1059,1179,100,18,17,1
64680,64681,78,107712,1,2,0,2,31,1,30,1,1,1,32,0,32,33,1,32,0,12,1,12,1,35,1,35,238,5,272,40,1,39
40120,40121,36,66025,1,3,1,2,6,0,6,1,1,1,8,0,8,9,1,8,0,29,7,29,7,130,30,104,433,127,479,29,10,19
15731,15732,13,64780,1,2,0,2,9,1,8,1,1,1,10,0,10,11,1,10,0,27,6,25,4,397,179,216,2105,342,4019,60,1,59
41276,41277,40,68481,1,2,0,2,24,1,23,1,1,1,25,0,25,26,1,25,0,60,4,58,2,796,19,781,4071,61,5459,75,4,71
42101,42102,42,22390,1,2,2,2,0,0,0,2,1,1,0,0,0,2,2,2,2,1,1,1,1,149,146,53,1902,1208,693,2,2,2
24062,24063,17,79221,1,2,0,2,7,2,6,0,0,0,9,2,7,9,2,8,1,85,12,75,2,309,43,271,2715,435,2449,31,6,25
27286,27287,19,80680,1,1,0,1,6,1,5,1,1,1,6,0,6,7,1,6,0,21,10,13,2,49,25,26,699,1143,337,25,14,11
71172,71173,90,108546,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,46,44,3,1,599,594,6,2750,2668,81,2,1,1
64849,64850,78,108280,1,0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,1,1,1,1,2,1,2,7,3,4,3,1,2
14896,14897,13,58602,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,18,3,1,1,210,35,1,450,93,2,4,3,1
26788,26789,19,74910,1,1,0,1,3,1,2,1,1,1,3,0,3,4,1,3,0,19,16,4,1,151,142,10,320,412,37,9,5,4
54865,54866,57,76628,1,0,0,0,6,1,6,2,1,1,4,0,4,6,1,6,1,299,5,295,1,1300,12,1289,4529,189,4529,20,2,18
14870,14871,13,58543,1,2,1,2,0,0,0,1,1,1,1,0,1,2,1,2,1,30,1,5,1,1170,1,195,2880,2,763,30,1,29
48463,48464,50,2955,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,2,2,1,7,4,3,2,1,1
69236,69237,88,116961,1,5,4,2,26,24,4,0,0,0,31,28,3,31,28,6,3,99,83,23,7,522,468,58,2840,3105,662,74,68,6
43802,43803,42,142456,1,1,1,1,1,0,1,2,1,1,0,0,0,2,1,2,1,18,15,3,1,39,32,6,208,168,25,5,3,2
40340,40341,36,68414,1,5,0,5,19,1,18,1,1,1,23,0,23,24,1,23,0,108,2,108,2,557,3,556,4142,8,8841,51,2,49
11140,11141,12,22160,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,14,11,5,2,45,41,5,585,528,56,5,4,1
42382,42383,42,68495,1,2,2,1,12,12,0,1,0,0,13,13,0,14,14,1,1,118,117,2,1,247,245,4,1279,2073,17,53,52,1
11487,11488,12,71116,1,0,0,0,3,2,1,1,0,0,2,2,0,3,2,1,0,2,2,1,1,386,386,2,9070,16806,914,18,15,3
63847,63848,78,102498,1,1,0,1,8,1,7,1,1,1,8,0,8,9,1,8,0,5,1,5,1,15,1,15,80,2,80,11,1,10
40309,40310,36,67679,1,4,4,1,1,1,0,1,0,0,4,4,0,5,5,1,1,20,20,1,1,54,54,1,439,1028,6,24,23,1
11054,11055,12,17980,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,13,4,13,4,99,23,78,1395,484,930,7,1,6
49186,49187,55,26994,1,1,1,0,5,4,1,1,0,0,5,5,0,6,5,1,0,11,11,3,3,53,43,12,307,281,174,26,22,4
35329,35330,29,6446,1,1,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,4,3,2,1,10,8,4,53,39,14,9,5,4
77823,77824,103,130767,1,1,0,1,9,2,7,2,1,1,8,1,7,10,2,8,0,59,7,57,6,276,12,266,1569,46,3114,95,5,90
69113,69114,88,114381,1,4,1,3,4,1,3,1,0,0,7,2,5,8,2,6,0,46,23,25,2,110,79,33,2911,2784,132,25,2,23
10754,10755,12,5355,1,1,1,0,1,1,1,1,0,0,1,1,0,2,2,1,1,9,9,3,3,31,27,5,330,728,11,13,11,2
61349,61350,72,31367,1,1,1,0,24,23,1,2,1,1,23,23,0,25,24,1,0,66,65,3,2,356,354,4,6734,11100,35,113,112,1
11171,11172,12,22651,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,12,4,10,2,45,16,30,129,50,78,2,1,1
64593,64594,78,107171,1,0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,3,2,2,1,3,2,2,9,8,4,5,3,2
64187,64188,78,104696,1,0,0,0,2,1,1,2,1,1,0,0,0,2,1,1,0,1,1,1,1,1,1,1,7,3,3,2,1,1
10881,10882,12,9771,1,1,1,0,1,1,1,1,0,0,1,1,0,2,2,1,1,25,22,7,4,106,85,23,235,140,198,10,4,6
34955,34956,28,6995,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,4,4,1,17,10,7,2,1,1
71843,71844,90,125545,1,2,0,2,5,1,5,1,1,1,6,0,6,7,1,7,1,24,2,23,1,145,2,144,877,46,1431,58,2,56
24022,24023,17,78513,1,4,0,4,3,1,2,1,1,1,6,0,6,7,1,6,0,50,18,33,1,110,52,60,695,268,529,23,9,14
49607,49608,55,32735,1,3,3,0,1,1,1,1,0,0,3,3,0,4,4,1,1,10,8,3,1,24,21,4,256,240,98,11,10,1
54092,54093,57,73603,1,0,0,0,4,1,3,2,1,1,2,0,2,4,1,3,0,42,6,41,5,214,23,194,441,74,375,8,4,4
39527,39528,33,15381,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,2,2,1,1,22,22,2,141,132,7,2,1,1
40369,40370,36,68808,1,2,0,2,1,1,0,2,1,1,1,0,1,3,1,2,0,23,2,22,1,35,11,25,1169,14,1168,8,2,6
53666,53667,57,53820,1,0,0,0,2,1,2,1,1,0,1,0,1,2,1,2,1,30,2,29,1,143,5,139,729,33,989,18,2,16
15450,15451,13,62823,1,2,0,2,11,1,10,1,1,1,12,0,12,13,1,12,0,73,17,71,15,534,111,434,3977,2215,2219,83,3,80
26571,26572,19,64655,1,4,0,4,8,1,7,1,1,1,11,0,11,12,1,11,0,117,4,117,4,1804,12,1793,16497,19,18402,84,1,83
54730,54731,57,75967,1,0,0,0,30,30,1,1,0,0,29,29,0,30,30,1,1,59,59,1,1,227,227,1,1243,2219,10,79,77,2
34133,34134,25,37486,1,0,0,0,4,1,4,1,1,0,3,0,3,4,1,4,1,182,172,139,129,3041,2812,220,19120,21947,1834,113,105,9
69288,69289,88,118138,1,3,3,2,4,1,3,1,1,1,6,3,3,7,4,5,2,42,37,6,1,96,87,10,1623,1612,22,13,6,7
43546,43547,42,101653,1,1,1,1,2,2,0,1,0,0,2,2,0,3,3,1,1,39,36,4,3,247,233,7,1811,2040,562,26,23,3
32743,32744,23,101942,1,1,0,1,3,1,2,1,1,1,3,0,3,4,1,3,0,63,2,63,2,105,18,90,4616,43,4952,10,1,9
15568,15569,13,64121,1,2,0,2,10,2,8,0,0,0,12,2,10,12,2,10,0,103,3,102,2,1230,10,1224,18099,558,110564,121,5,116
27339,27340,19,81026,1,1,1,1,2,1,1,2,1,1,1,1,0,3,2,2,1,34,26,8,1,616,31,585,883,257,624,10,5,5
15061,15062,13,59098,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,4,2,1,1,6,3,1,18,6,2,2,1,1
77671,77672,103,130351,1,1,1,1,1,0,1,1,1,0,1,0,1,2,1,2,1,32,2,32,2,148,3,147,985,28,2090,41,2,39
64901,64902,78,141675,1,1,0,1,6,1,5,1,1,1,6,0,6,7,1,6,0,5,1,5,1,24,1,24,45,7,60,12,1,11
68334,68335,88,109067,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,3,3,2,2,14,8,8,56,22,32,2,1,1
5449,5450,8,53954,1,2,0,2,10,2,8,1,1,1,11,1,10,12,2,10,0,28,27,7,6,89,64,27,1063,960,183,29,6,23
69679,69680,88,125022,1,0,0,0,3,2,1,2,1,1,1,1,0,3,2,1,0,10,8,3,1,36,32,6,1387,1375,10,3,2,1
23968,23969,17,77923,1,3,0,3,2,1,1,2,1,1,3,0,3,5,1,4,0,333,32,332,31,4441,66,4376,14286,98,15748,20,3,17
25058,25059,19,3091,1,2,1,2,1,1,0,2,1,1,1,1,0,3,2,2,1,27,16,12,1,97,74,24,1539,7634,95,34,21,13
11957,11958,13,6592,1,2,1,1,0,0,0,2,1,1,0,0,0,2,1,1,0,12,5,3,2,100,45,7,736,186,181,3,1,2
15605,15606,13,64248,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,10,10,3,3,48,48,15,219,154,50,3,2,1
11341,11342,12,25948,1,2,2,0,3,2,1,2,1,1,3,3,0,5,4,1,0,30,28,4,2,84,81,4,307,340,17,12,11,1
34121,34122,25,36251,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,137,18,137,18,261,41,218,1275,89,1172,6,1,5
35347,35348,29,11670,1,1,1,1,5,5,0,1,1,0,5,5,0,6,6,1,1,18,18,1,1,244,243,3,684,776,16,31,27,4
13179,13180,13,36591,1,1,1,0,3,2,1,1,0,0,3,3,0,4,3,1,0,5,5,1,1,30,13,18,79,52,30,9,5,4
24638,24639,18,2660,1,1,1,0,6,5,1,1,0,0,6,6,0,7,6,1,0,1,1,1,1,29,29,1,74,80,7,18,17,1
15456,15457,13,63056,1,2,0,2,11,1,10,2,1,1,11,0,11,13,1,12,0,71,2,71,2,370,20,363,7525,12599,31814,81,3,78
27420,27421,19,81602,1,1,0,1,5,4,2,1,0,0,5,4,1,6,4,3,1,103,9,96,2,394,55,341,1015,263,976,41,8,33
77313,77314,101,144079,1,10,10,0,149,148,1,1,0,0,158,158,0,159,158,1,0,227,226,2,1,1382,1373,10,26934,192392,105,867,866,1
25775,25776,19,43044,1,1,1,0,2,2,2,0,0,0,3,3,0,3,3,2,2,46,41,11,6,192,147,53,1583,1256,2540,36,19,17
16241,16242,13,76378,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,1,1
15180,15181,13,59405,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,2,1,1,1,18,8,2,896,868,3,7,5,2
43502,43503,42,101466,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,14,8,7,1,64,58,7,345,304,43,7,5,2
16654,16655,13,78625,1,1,1,0,1,0,1,2,1,1,0,0,0,2,1,1,0,11,9,4,4,128,120,8,545,518,19,8,5,3
58636,58637,70,33396,1,1,1,1,1,0,1,1,1,1,1,0,1,2,1,2,1,13,13,2,2,63,59,6,203,219,9,7,4,3
11506,11507,12,71570,1,1,0,1,1,1,0,2,1,1,0,0,0,2,1,1,0,19,7,14,2,399,361,41,17069,19045,8648,4,3,1
64483,64484,78,106444,1,0,0,0,9,1,8,1,1,1,8,0,8,9,1,8,0,4,1,4,1,19,1,19,32,3,35,9,1,8
11638,11639,12,75009,1,0,0,0,2,2,1,1,1,0,1,1,0,2,2,1,1,4,4,3,3,7,5,3,91,60,30,5,3,2
44856,44857,45,75121,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,5,4,2,14,6,7,2,1,1
64604,64605,78,107368,1,1,0,1,6,1,5,1,1,1,6,0,6,7,1,6,0,4,1,4,1,7,1,7,17,3,17,7,1,6
11686,11687,12,75581,1,1,1,1,6,6,0,1,0,0,6,6,0,7,7,1,1,41,39,4,2,258,249,10,1000,1273,111,37,36,1
33859,33860,25,13514,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,57,54,9,6,270,267,9,993,972,15,3,1,2
33860,33861,25,13563,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,134,134,1,1,155,153,6,222,203,16,2,1,1
5526,5527,8,54306,1,9,0,9,127,1,126,1,1,1,135,0,135,136,1,135,0,22,1,22,1,333,1,333,3632,4,73492,397,1,396
78493,78494,103,142930,1,1,0,1,4,1,4,2,1,1,3,0,3,5,1,5,1,48,3,48,3,441,3,441,2283,6,16606,115,1,114
10960,10961,12,11373,1,1,0,1,1,1,1,2,1,1,0,0,0,2,1,2,1,50,12,41,3,149,25,125,1663,135,4028,22,7,15
40318,40319,36,67837,1,7,1,6,30,0,30,1,1,1,36,0,36,37,1,36,0,105,8,103,6,325,21,307,3483,148,8516,89,7,82
3424,3425,7,73207,1,2,0,2,4,1,3,1,1,1,5,0,5,6,1,5,0,5,1,5,1,42,1,41,206,17,241,9,1,8
11311,11312,12,25105,1,2,2,1,2,2,0,2,1,1,2,2,0,4,4,1,1,41,41,4,4,201,178,25,793,905,74,32,31,1
71564,71565,90,125208,1,1,0,1,5,1,5,2,1,1,4,0,4,6,1,6,1,50,4,47,1,180,7,174,1881,36,2035,31,1,30
36787,36788,31,129017,1,0,0,0,3,2,2,1,1,1,2,1,1,3,2,2,1,6,4,3,1,20,10,11,78,59,18,8,4,4
57838,57839,66,31208,1,20,20,0,29,28,1,1,0,0,48,48,0,49,48,1,0,1,1,1,1,37,37,1,100,284,11,62,61,1
70635,70636,89,118152,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,74,74,37,3,2,1
11262,11263,12,24298,1,2,2,1,5,5,0,1,1,0,6,6,0,7,7,1,1,123,123,3,3,755,741,15,5015,14384,78,162,160,2
18834,18835,15,53766,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,3,3,1,1,3,3,1,16,12,3,3,2,1
38074,38075,32,90671,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,2,1,2,1,3,2,2,33,28,4,3,1,2
62984,62985,76,123497,1,0,0,0,3,1,2,1,1,1,2,0,2,3,1,2,0,1,1,1,1,1,1,1,6,3,6,3,1,2
15616,15617,13,64297,1,1,0,1,4,1,3,2,1,1,3,0,3,5,1,4,0,12,2,12,2,42,10,33,284,33,327,13,1,12
64573,64574,78,107055,1,1,0,1,3,1,2,2,1,1,2,0,2,4,1,3,0,9,1,9,1,15,1,15,147,2,147,6,1,5
42523,42524,42,83941,1,1,0,1,2,1,1,2,1,1,1,0,1,3,1,2,0,397,6,395,4,1448,14,1435,6243,89,7489,58,3,55
10908,10909,12,10401,1,1,1,0,1,1,1,2,1,1,0,0,0,2,2,1,1,44,43,4,3,152,151,4,2117,8433,19,33,32,1
24659,24660,18,3039,1,1,0,1,11,1,10,1,1,1,11,0,11,12,1,11,0,1,1,1,1,32,3,31,60,11,58,17,1,16
25720,25721,19,42319,1,2,1,2,8,3,7,0,0,0,10,4,6,10,4,9,3,62,20,44,3,245,105,140,2461,1378,2750,63,19,44
11408,11409,12,67496,1,1,0,1,4,1,3,2,1,1,3,0,3,5,1,4,0,122,5,121,4,557,8,550,22761,13832,18310,70,2,68
3643,3644,7,73570,1,5,0,5,17,1,16,1,1,1,21,0,21,22,1,21,0,13,1,13,1,74,1,74,876,2,3756,38,1,37
39228,39229,33,6281,1,4,4,1,2,2,0,1,0,0,5,5,0,6,6,1,1,94,93,3,2,244,218,27,1937,2866,35,29,26,3
8752,8753,9,69916,1,0,0,0,6,4,6,0,0,0,6,4,2,3,2,3,2,112,36,80,5,397,88,333,36621,37706,39730,35,9,28
1428,1429,2,69133,1,4,0,4,7,1,6,1,1,1,10,0,10,11,1,10,0,272,71,227,26,1710,538,1196,23306,1085,46119,177,3,174
44799,44800,45,72131,1,1,0,1,12,1,12,1,1,1,12,0,12,13,1,13,1,83,5,82,4,1466,32,1441,15190,1514,21919,60,4,56
30128,30129,23,21962,1,2,2,2,0,0,0,2,1,1,0,0,0,2,2,2,2,6,1,6,1,29,4,26,56,5,50,8,4,4
67222,67223,81,112326,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,166,166,1,1,168,166,1,181,168,3,2,1,1
58402,58403,68,33028,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,6,5,4,3,21,9,13,241,256,89,4,2,2
5887,5888,9,8157,1,0,0,0,4,2,2,0,0,0,4,2,2,2,1,1,0,3,1,3,1,5,2,4,53,26,78,2,1,1
11488,11489,12,71237,1,1,1,0,5,5,1,1,0,0,5,5,0,6,6,1,1,135,122,15,2,881,845,45,31039,152888,8372,132,127,5
12359,12360,13,21183,1,2,2,0,8,7,1,2,1,1,8,8,0,10,9,1,0,36,31,8,3,161,154,8,1456,2084,47,54,53,1
151,152,2,957,1,2,2,0,5,4,1,1,0,0,6,6,0,7,6,1,0,63,63,3,3,783,756,29,5238,17777,313,45,39,6
42867,42868,42,84469,1,3,1,2,15,0,15,1,1,1,17,0,17,18,1,17,0,225,18,210,3,735,54,684,3064,316,4376,101,7,94
