,files,files_target,files_source,files_both,chunks,chunks_target,chunks_source,loc,loc_target,loc_source,commits,commits_target,commits_source,has_conflict
3676,493,1,493,1,3386,4,3383,48116,33,147738,767,2,765,1
3677,8,5,5,2,34,16,19,253,257,137,9,6,3,1
3678,31,1,31,1,404,2,404,2070,6,5166,124,1,123,1
3679,160,160,1,1,3014,3014,1,25890,32368,4,332,331,1,1
3680,1000,486,526,12,6198,5607,593,70408,31354,39476,53,34,19,1
3681,38,17,23,2,184,103,84,2866,1892,1928,35,16,19,1
3682,6,2,6,2,50,10,42,116,23,91,4,1,3,1
3683,2,2,1,1,3,3,1,15,12,2,2,1,1,1
3684,1,1,1,1,3,3,1,23,20,2,2,1,1,1
3685,61,2,61,2,3176,3,3174,12680,6,13193,14,1,13,1
3686,2,2,1,1,13,13,3,58,47,8,2,1,1,1
3687,123,2,123,2,4770,3,4768,36146,81,48756,128,2,126,1
3688,34,29,7,2,171,128,44,471,337,139,9,7,2,1
3689,13,8,8,3,64,55,10,306,310,26,8,4,4,1
3690,6,6,1,1,31,30,2,510,978,3,20,18,2,1
3691,27,8,21,2,121,23,99,329,62,266,5,4,1,1
3692,44,20,26,2,391,335,56,1777,1189,639,12,2,10,1
3693,25,24,3,2,114,112,3,528,521,8,8,7,1,1
3694,31,9,26,4,166,82,116,9858,10227,308,17,4,13,1
3695,6,3,1,1,16,8,1,458,226,2,2,1,1,1
3696,33,29,6,2,63,47,17,608,748,492,16,12,4,1
3697,14,2,13,1,138,2,137,4072,210,15734,22,2,20,1
3698,30,2,5,2,1140,2,190,2730,4,645,23,2,22,1
3699,659,659,2,2,2983,2982,2,39579,135840,174,632,626,6,1
3700,10,7,5,2,22,16,7,123,71,65,19,15,4,1
3701,15,4,14,3,49,9,41,404,116,334,11,3,8,1
3702,13,13,1,1,24,23,2,64,52,11,8,7,1,1
3703,1,1,1,1,4,2,2,10,4,4,2,1,1,1
3704,2,2,1,1,20,20,1,32,29,2,2,1,1,1
3705,5,1,5,1,7,1,7,36,10,53,10,2,8,1
3706,1,1,1,1,4,4,1,14,8,5,2,1,1,1
3707,3,1,3,1,179,1,179,382,3,499,50,1,49,1
3708,2,1,2,1,12,4,9,17,5,13,12,2,10,1
3709,18,13,7,2,43,28,16,211,167,85,9,7,2,1
3710,191,2,191,2,4554,69,4487,23579,164,39183,287,4,283,1
3711,1,1,1,1,26,2,25,138,8,129,2,1,1,1
3712,87,2,87,2,1305,2,1304,5523,8,8986,211,1,210,1
3713,181,62,120,1,393,213,179,2338,1947,838,41,35,6,1
3714,62,45,21,4,236,89,149,638,240,398,26,24,2,1
3715,23,19,5,1,99,92,8,333,287,119,18,11,7,1
3716,69,69,3,3,997,989,11,18595,24366,45,183,182,1,1
3717,46,3,21,1,628,5,310,5276,104,2963,20,1,19,1
3718,6,1,1,1,132,2,22,4092,114,568,3,2,1,1
3719,7,5,5,3,54,19,38,142,154,51,7,3,4,1
3720,6,5,4,3,21,9,13,241,256,89,4,2,2,1
3721,2,1,2,1,58,1,58,1027,19,1027,3,1,2,1
3722,27,6,23,2,58,9,50,723,715,449,18,4,14,1
3723,16,3,14,1,66,17,51,526,906,267,21,7,14,1
3724,397,6,395,4,1448,14,1435,6243,89,7489,58,3,55,1
3725,27,2,27,2,91,3,89,450,83,449,13,1,12,1
3726,11,1,11,1,45,1,45,80,12,79,7,2,5,1
3727,3,1,3,1,5,2,4,53,26,78,2,1,1,1
3728,141,10,133,2,335,16,321,3068,141,3005,16,1,15,1
3729,1,1,1,1,6,1,6,11,2,10,8,1,7,1
3730,11,9,4,2,53,31,23,154,117,42,7,5,2,1
3731,140,18,123,1,648,35,614,1431,139,1291,6,1,5,1
3732,5,4,3,2,16,8,9,57,30,26,4,3,1,1
3733,186,186,1,1,1210,1210,1,12006,30055,23,406,405,1,1
3734,8,2,7,2,26,10,16,136,27,71,7,2,5,1
3735,13,7,7,1,118,92,63,4011,2039,4097,8,1,7,1
3736,9,8,2,1,108,107,2,545,539,6,6,5,1,1
3737,18,3,1,1,42,7,1,84,11,2,2,1,1,1
3738,251,240,21,11,1087,1050,38,11600,11532,492,44,26,18,1
3739,8,8,4,4,56,50,7,172,240,29,20,19,1,1
3740,3,1,3,1,5,1,5,29,2,26,3,1,2,1
3741,39,36,13,10,260,229,30,5635,5366,256,9,2,7,1
3742,3,1,3,1,5,1,5,17,2,14,4,1,3,1
3743,15,5,12,2,45,22,24,265,210,159,10,3,7,1
3744,19,18,3,2,37,29,9,225,269,13,13,12,1,1
3745,120,18,4,2,354,37,23,16644,2643,282,6,1,5,1
3746,52,46,11,5,245,220,26,36838,79676,3324,94,79,15,1
3747,285,2,284,1,1769,4,1766,36420,164,44805,97,2,95,1
3748,11,11,1,1,49,47,3,419,723,16,7,6,1,1
3749,2,1,2,1,3,2,2,7,3,3,3,1,2,1
3750,165,3,165,3,651,3,651,8924,16,32568,182,3,179,1
3751,20,1,20,1,146,2,146,614,19,628,20,3,17,1
3752,6,4,4,2,16,8,10,350,633,149,20,7,13,1
3753,7,2,6,1,7,2,6,76,7,82,4,2,2,1
3754,10,1,10,1,86,1,86,463,3,635,44,1,43,1
3755,28,28,2,2,212,208,5,559,815,14,38,36,2,1
3756,21,2,20,1,75,2,74,386,51,499,35,3,32,1
3757,90,12,79,1,98,20,79,9389,4482,7339,22,16,6,1
3758,18,9,14,5,50,23,28,118,74,45,10,4,6,1
3759,3,1,3,1,4,1,4,9,2,6,5,1,4,1
3760,100,98,4,2,748,745,4,2063,2010,158,18,14,4,1
3761,61,18,54,11,232,50,192,6540,6097,1243,71,22,49,1
3762,4,2,1,1,6,3,1,18,6,2,2,1,1,1
3763,52,9,48,6,260,47,214,8119,11267,4222,57,5,52,1
3764,12,9,4,1,38,22,17,84,24,62,7,4,3,1
3765,32,1,32,1,224,87,140,1117,279,1196,21,1,20,1
3766,3,3,1,1,22,22,1,169,153,16,2,1,1,1
3767,13,4,13,4,99,23,78,1395,484,930,7,1,6,1
3768,61,2,60,1,424,2,423,19659,24,22312,14,1,13,1
3769,182,181,4,3,306,286,21,1733,2565,79,30,29,1,1
3770,7,6,2,1,13,12,2,218,299,15,9,8,1,1
3771,14,10,13,9,62,46,19,543,77,713,8,4,4,1
3772,5,1,5,1,253,156,101,2154,1818,465,11,1,11,1
3773,129,5,125,1,201,5,197,668,6,678,22,2,20,1
3774,30,1,5,1,1170,1,195,2880,2,763,30,1,29,1
3775,7,4,4,1,24,11,14,182,64,143,12,6,6,1
3776,825,821,11,7,7839,7825,21,84211,114521,243,200,190,10,1
3777,70,61,11,2,120,75,47,252,77,173,8,3,5,1
3778,84,84,1,1,148,138,11,3570,4181,12,44,43,1,1
3779,4,4,1,1,12,8,5,103,188,16,6,5,1,1
3780,18,17,5,5,114,112,16,499,438,41,3,1,2,1
3781,89,82,17,10,822,702,121,5896,9128,957,130,125,5,1
3782,16,4,16,4,77,9,73,489,174,512,31,5,26,1
3783,2,1,2,1,9,1,9,37,2,34,7,1,6,1
3784,81,17,71,7,273,49,235,2079,780,2254,56,5,51,1
3785,97,10,88,1,175,85,91,44035,663,43371,3,1,2,1
3786,6,3,4,1,39,18,22,1121,892,1348,3,2,1,1
3787,61,6,56,1,792,45,754,4381,719,5706,54,7,47,1
3788,1,1,1,1,2,2,1,6,3,2,2,1,1,1
3789,2,2,1,1,386,386,2,9070,16806,914,18,15,3,1
3790,87,3,85,1,156,9,148,922,24,1288,39,2,37,1
3791,2,1,2,1,265,1,265,863,18,1253,42,1,41,1
3792,376,174,15,1,556,176,103,100424,49711,736,22,2,20,1
3793,20,10,2,2,28,12,3,40,13,6,3,1,2,1
3794,4,3,2,1,10,8,4,53,39,14,9,5,4,1
3795,3,3,1,1,34,30,5,161,134,32,4,2,2,1
3796,104,65,41,2,226,79,148,19487,24999,828,37,16,21,1
3797,1,1,1,1,2,2,1,13,7,6,2,1,1,1
3798,1,1,1,1,2,1,2,8,3,4,2,1,1,1
3799,43,9,37,4,92,18,74,453,64,132,14,1,13,1
3800,12,5,4,3,72,31,6,1318,406,269,6,5,1,1
3801,294,178,129,13,1054,784,280,7582,6098,2526,51,23,28,1
3802,1,1,1,1,12,2,11,62,13,84,8,1,7,1
3803,40,40,1,1,184,184,1,1655,2507,6,45,44,1,1
3804,4,1,4,1,18,3,16,66,4,102,13,1,12,1
3805,1656,1656,1,1,3683,3683,1,564822,634702,145,269,268,1,1
3806,33,23,14,4,40,24,19,98,28,67,10,3,7,1
3807,18,2,8,1,64,3,30,194,4,92,13,2,11,1
3808,4,3,2,1,34,27,8,171,188,27,6,4,2,1
3809,1151,1151,1,1,1154,1154,1,63119,63657,2,6,5,1,1
3810,147,147,1,1,711,710,2,15297,49881,9,291,290,1,1
3811,436,8,434,6,3717,47,3680,32715,711,45811,83,2,81,1
3812,12,2,11,1,33,2,32,71,4,67,4,2,2,1
3813,72,3,71,2,231,6,228,1142,41,1337,53,3,50,1
3814,14,7,8,1,52,18,35,428,237,220,9,2,7,1
3815,30,15,2,2,100,32,20,278,111,29,9,8,1,1
3816,123,2,122,1,210,7,204,1146,29,3356,54,2,52,1
3817,81,80,48,47,541,499,87,2795,2917,463,11,10,1,1
3818,12,5,4,3,72,31,6,1318,406,269,6,5,1,1
3819,271,35,252,17,874,160,729,26779,2924,44178,200,17,183,1
3820,26,7,21,2,105,23,83,1487,891,1374,33,15,18,1
3821,62,2,61,1,745,2,744,2982,53,3107,21,3,18,1
3822,32,28,6,2,75,65,11,285,422,46,27,24,3,1
3823,5,1,5,1,24,1,24,82,4,114,14,1,13,1
3824,10,1,10,1,46,5,46,187,28,154,7,1,6,1
3825,3,2,2,1,25,2,24,46,10,37,5,1,4,1
3826,48,3,8,3,162,8,20,14520,15,2404,7,3,4,1
3827,95,88,8,1,314,305,10,2437,2509,292,58,54,4,1
3828,28,21,9,2,148,125,24,17789,18043,139,21,8,13,1
3829,27,9,18,3,296,246,69,18991,32913,2607,5,3,2,1
3830,154,14,141,3,1113,194,886,8200,877,7574,53,8,45,1
3831,4,4,1,1,7,6,1,38,25,5,5,4,1,1
3832,5,3,3,1,27,10,21,107,100,161,22,12,10,1
3833,20,10,12,2,74,53,22,340,361,144,16,12,4,1
3834,31,2,31,2,150,4,146,652,20,888,64,3,61,1
3835,56,55,5,4,215,189,29,779,773,186,15,13,2,1
3836,5,5,1,1,111,111,1,377,374,2,2,1,1,1
3837,51,10,43,2,1055,581,478,8032,2605,20562,31,10,21,1
3838,118,8,116,6,469,20,460,6533,6545,18192,141,34,107,1
3839,1310,1310,1,1,4330,4330,2,305057,321468,80,158,157,1,1
3840,269,1,269,1,2205,64,2170,52093,256,366563,499,2,497,1
3841,84,83,4,3,494,487,8,1478,1610,37,18,16,2,1
3842,15,2,15,2,57,16,45,1481,107,5273,53,4,49,1
3843,1,1,1,1,1,1,1,7,3,3,2,1,1,1
3844,9,8,2,1,10,8,3,22,11,10,5,3,2,1
3845,42,8,38,4,165,38,128,1914,779,3046,91,16,75,1
3846,161,133,31,3,811,760,53,19218,4631,21108,115,101,14,1
3847,9,9,3,3,45,42,5,218,202,15,5,4,1,1
3848,56,3,54,1,316,3,314,1994,65,6422,61,2,59,1
3849,37,14,25,2,132,42,89,1761,353,2624,15,8,7,1
3850,18,18,1,1,244,243,3,684,776,16,31,27,4,1
3851,10,10,3,3,90,86,5,592,733,181,26,24,2,1
3852,30,3,29,2,396,15,383,3802,260,6218,30,1,29,1
3853,1,1,1,1,2,2,1,7,4,6,3,1,2,1
3854,2,1,2,1,26,17,10,61,38,22,7,2,5,1
3855,1,1,1,1,1,1,1,7,3,6,3,1,2,1
3856,12,5,9,2,93,70,23,12038,34166,5833,10,6,4,1
3857,2,1,2,1,275,1,275,893,21,1201,47,1,46,1
3858,32,3,31,2,249,5,246,1529,38,3498,90,2,88,1
3859,54,45,15,6,417,397,27,7527,13608,4798,80,59,21,1
3860,6,4,6,4,17,13,8,239,133,152,3,2,1,1
3861,183,11,178,6,522,50,475,5826,194,8163,74,3,71,1
3862,396,20,394,18,2203,70,2153,19607,338,463036,1299,2,1297,1
3863,74,73,2,1,185,177,9,674,806,63,22,20,2,1
3864,14,14,2,2,134,134,4,570,558,8,2,1,1,1
3865,39,1,39,1,218,5,214,4636,14,29934,69,1,68,1
3866,1,1,1,1,35,35,1,68,60,8,2,1,1,1
3867,9,1,8,1,43,1,42,163,4,325,32,1,31,1
3868,120,119,3,2,142,140,4,415,631,14,27,23,4,1
3869,2,2,1,1,4,4,1,8,5,2,4,3,1,1
3870,23,16,8,1,30,16,15,93,17,75,5,1,4,1
3871,165,15,153,3,399,19,384,1709,252,1824,46,6,40,1
3872,6,1,6,1,10,2,9,40,7,45,7,1,6,1
3873,14,10,5,1,36,27,10,177,108,92,10,7,3,1
3874,13,13,2,2,63,59,6,203,219,9,7,4,3,1
3875,28,15,16,4,51,28,25,1501,1432,1488,12,5,7,1
3876,2,1,2,1,4,2,3,81,55,25,3,1,2,1
3877,196,100,99,3,544,436,110,3791,3490,670,33,28,5,1
3878,2,2,1,1,22,12,11,55,41,25,19,5,14,1
3879,73,71,19,17,311,308,20,658,606,46,13,8,5,1
3880,28,7,23,2,58,13,46,367,136,245,9,5,4,1
3881,11,10,3,2,15,13,3,183,220,15,9,8,1,1
3882,54,23,33,2,94,41,54,558,274,380,34,8,26,1
3883,29,4,27,2,485,8,480,5057,1154,10585,100,3,97,1
3884,15,15,1,1,87,82,7,380,351,29,2,1,1,1
3885,36,25,12,1,101,63,37,737,388,1152,21,4,17,1
3886,15,5,12,2,63,27,39,278,112,201,7,3,4,1
3887,54,27,31,4,420,154,266,1380,454,997,27,17,10,1
3888,15,1,15,1,54,1,54,1418,4,5253,54,1,53,1
3889,45,13,34,2,106,25,82,392,133,295,16,7,9,1
3890,18,3,2,2,156,26,3,420,63,7,3,2,1,1
3891,61,61,14,14,63,63,14,245,203,28,5,4,1,1
3892,141,135,35,29,249,241,37,17264,17634,67,69,66,3,1
3893,110,110,4,4,1297,1268,30,18517,19887,159,28,27,1,1
3894,3,2,2,1,3,2,2,9,4,4,3,2,1,1
3895,227,226,2,1,1382,1373,10,26934,192392,105,867,866,1,1
3896,24,24,10,10,94,80,15,891,2073,143,51,48,3,1
3897,1,1,1,1,68,3,66,90,5,102,28,2,26,1
3898,8,1,7,1,120,51,70,422,67,405,7,1,6,1
3899,20,13,9,2,26,17,10,659,473,681,10,6,4,1
3900,129,129,2,2,1847,1842,6,16979,20078,26,113,112,1,1
3901,3,2,2,1,8,6,3,29,25,11,5,4,1,1
3902,2,1,2,1,23,4,20,55,13,49,14,2,12,1
3903,429,2,427,1,1826,2,1824,14903,5,19946,529,2,527,1
3904,14,14,1,1,26,25,2,569,564,4,12,11,1,1
3905,12,12,1,1,66,61,6,498,3685,19,53,52,1,1
3906,3,1,3,1,5,1,5,136,15,151,6,1,5,1
3907,333,32,332,31,4441,66,4376,14286,98,15748,20,3,17,1
3908,1,1,1,1,35,35,1,94,240,22,57,55,2,1
3909,60,2,59,1,746,2,745,2893,221,2906,19,7,12,1
3910,43,1,43,1,105,2,105,210,9,268,25,1,24,1
3911,7,4,5,2,17,5,13,61,11,49,2,1,1,1
3912,6,3,5,2,55,6,50,208,46,214,16,4,12,1
3913,65,60,15,10,424,411,23,1567,1496,61,3,2,3,1
3914,29,28,2,1,208,205,4,2815,10278,280,35,34,1,1
3915,1,1,1,1,1,1,1,5,2,2,2,1,1,1
3916,136,9,129,2,378,56,323,2303,5955,1257,22,20,2,1
3917,16,1,16,1,188,1,188,2987,10,5984,9,1,8,1
3918,13,5,13,5,91,7,86,245,27,270,19,2,17,1
3919,14,13,3,2,102,92,11,332,376,57,9,8,1,1
3920,46,32,15,1,218,189,29,2604,15026,827,73,59,14,1
3921,76,75,3,2,204,195,10,1112,1378,264,58,56,2,1
3922,70,3,70,3,234,12,223,991,18,999,39,2,37,1
3923,99,8,78,4,1005,73,935,4706,507,5838,60,2,59,1
3924,4,1,4,1,5,1,5,15,3,11,2,1,1,1
3925,6,2,5,1,14,3,12,92,13,160,7,2,5,1
3926,31,20,14,3,62,43,26,615,1145,226,21,11,10,1
3927,1,1,1,1,1,1,1,5,2,2,2,1,1,1
3928,157,141,31,15,394,340,67,2071,1951,145,71,55,16,1
3929,170,169,4,3,212,200,13,556,524,127,16,13,3,1
3930,2,1,2,1,12,3,10,50,9,55,7,1,6,1
3931,102,5,17,5,324,12,44,16770,39,2754,8,2,6,1
3932,42,10,33,1,345,282,64,1695,2096,520,24,8,16,1
3933,11,11,4,4,145,21,130,30659,8630,22026,2,1,1,1
3934,29,7,24,2,45,13,33,1054,94,1009,9,3,6,1
3935,18,2,3,2,72,6,7,126,11,9,2,1,1,1
3936,1,1,1,1,203,1,203,314,3,311,2,1,1,1
3937,25,4,23,2,168,14,161,4223,792,9615,93,8,85,1
3938,49,14,38,3,102,34,69,327,202,208,40,5,35,1
3939,267,1,267,1,1096,4,1093,7190,26,19653,299,2,297,1
3940,26,4,23,1,51,9,43,327,45,310,15,1,14,1
3941,104,90,17,3,161,128,35,1102,2912,71,19,11,8,1
3942,226,226,1,1,1598,1597,2,19630,77774,8,651,650,1,1
3943,53,3,53,3,1096,14,1086,2076,92,2770,54,3,51,1
3944,5,3,4,2,33,20,14,170,87,106,11,5,6,1
3945,4,3,2,1,4,3,2,191,440,565,19,12,7,1
3946,1,1,1,1,60,1,60,142,3,309,67,1,66,1
3947,117,4,117,4,422,20,408,5990,126,7102,117,2,115,1
3948,14,5,4,2,78,31,9,1296,615,47,4,1,4,1
3949,18,15,3,1,39,32,6,208,168,25,5,3,2,1
3950,383,1,383,1,1028,1,1028,6886,21,22246,171,1,170,1
3951,25,1,25,1,109,4,107,1109,9,1138,35,4,31,1
3952,3,1,3,1,3,1,3,9,3,5,4,1,3,1
3953,219,1,219,1,1023,3,1021,59466,14,3014881,982,1,981,1
3954,10,10,3,3,48,48,15,219,154,50,3,2,1,1
3955,2,2,1,1,22,22,2,141,132,7,2,1,1,1
3956,3,2,2,1,11,7,6,48,34,14,6,3,3,1
3957,56,56,1,1,499,499,1,2855,4389,3,78,77,1,1
3958,13,11,4,2,208,195,14,11858,11917,5672,6,5,1,1
3959,55,23,38,6,121,76,51,2516,747,5147,13,3,10,1
3960,7,2,6,1,50,2,49,126,3,124,10,1,9,1
3961,144,32,133,21,721,185,569,7304,2243,17331,361,78,285,1
3962,10,1,10,1,14,2,13,117,10,110,5,2,3,1
3963,5,3,5,3,33,4,33,348,52,544,7,2,5,1
3964,14,14,2,2,60,60,2,360,481,8,10,9,1,1
3965,72,3,71,2,336,6,331,2376,37,3350,104,2,102,1
3966,38,35,4,1,1086,215,872,25250,22132,3414,6,1,5,1
3967,30,2,4,1,174,6,24,396,9,56,2,1,1,1
3968,28,12,22,7,389,79,312,1242,334,1261,100,18,82,1
3969,83,68,18,5,1188,1142,57,8172,11929,193,64,52,12,1
3970,43,1,42,1,292,1,291,2504,39,9861,126,1,125,1
3971,7,6,3,2,15,10,6,36,25,15,7,4,3,1
3972,386,4,386,4,3221,6,3216,72496,83,84351,145,1,144,1
3973,13,5,9,1,67,9,59,433,242,399,34,5,29,1
3974,89,3,89,3,257,5,253,2697,50,5259,71,1,70,1
3975,12,2,2,2,132,17,9,438,37,34,2,1,1,1
3976,738,3,736,1,1822,3,1820,111047,92,1834678,982,3,979,1
3977,6,4,4,2,11,8,5,25,18,22,8,5,3,1
3978,11,2,10,1,22,5,18,111,39,71,13,1,12,1
3979,17,4,17,4,98,8,94,538,36,628,34,1,33,1
3980,13,1,13,1,23,10,16,150,69,79,4,1,3,1
3981,60,60,1,1,61,61,1,6758,12662,4,7,6,1,1
3982,11,3,11,3,62,9,55,277,32,865,26,4,22,1
3983,13,1,13,1,190,34,158,821,41,1741,83,1,82,1
3984,43,6,40,3,591,12,581,5273,2460,15091,155,14,141,1
3985,1,1,1,1,23,22,2,54,74,13,29,28,1,1
3986,6,4,4,2,32,18,15,92,45,46,4,2,2,1
3987,4,1,4,1,5,1,5,12,2,17,8,1,7,1
3988,45,24,22,1,45,24,22,1235,1046,1436,20,6,14,1
3989,7,6,3,2,16,13,6,393,3158,248,20,17,3,1
3990,72,11,65,4,196,14,185,1656,649,1689,50,2,48,1
3991,3,3,1,1,13,6,9,73,30,41,3,2,1,1
3992,45,3,43,1,152,3,148,797,7,770,13,1,12,1
3993,53,11,45,3,116,13,105,1943,681,5056,39,2,37,1
3994,62,1,62,1,252,7,246,1870,38,2858,111,1,110,1
3995,31,13,19,1,364,25,340,674,146,558,12,7,5,1
3996,103,3,102,2,1230,10,1224,18099,558,110564,121,5,116,1
3997,67,67,1,1,599,599,1,4538,36518,14,190,189,1,1
3998,10,4,10,4,1016,40,1006,34384,7323,50494,11,2,9,1
3999,19,17,6,4,487,466,23,2417,2562,216,15,6,9,1
4000,66,64,3,1,433,418,16,11310,24524,35,52,51,1,1
4001,18,9,11,2,128,80,46,12988,6135,7794,15,6,9,1
4002,28,1,28,1,127,3,125,2017,2194,5952,24,5,19,1
4003,167,82,100,15,704,528,197,10991,12309,3378,59,30,29,1
4004,26,21,6,1,260,193,69,1247,1210,1539,61,26,35,1
4005,355,2,355,2,2258,7,2254,12426,58,31954,120,3,117,1
4006,1,1,1,1,1,1,1,21,10,20,3,1,2,1
4007,5,2,5,2,37,23,26,181,59,86,2,1,1,1
4008,170,3,170,3,307,12,297,912,32,954,35,1,34,1
4009,68,8,58,3,853,458,378,4021,1680,3226,62,14,48,1
4010,35,18,22,5,167,81,87,1052,1504,317,21,3,18,1
4011,7,5,3,1,50,31,29,457,178,345,11,7,4,1
4012,15,15,1,1,18,18,1,38,35,2,8,7,1,1
4013,2,2,1,1,4,3,2,95,59,59,3,2,1,1
4014,8,4,6,2,88,62,28,444,228,215,6,4,2,1
4015,247,246,3,2,893,891,7,30115,397501,15338,203,200,3,1
4016,27,27,1,1,151,151,1,2858,10409,2,83,82,1,1
4017,1,1,1,1,1,1,1,5,2,2,2,1,1,1
4018,305,1,305,1,2281,7,2274,41062,9,237288,400,1,399,1
4019,276,41,242,7,1771,68,1713,86637,3013,1611315,1855,5,1851,1
4020,18,2,9,2,244,10,113,2246,63,1080,6,1,5,1
4021,11,10,3,2,35,19,17,146,69,270,16,12,4,1
4022,14,8,8,2,42,18,25,213,130,143,8,6,2,1
4023,9,3,9,3,60,9,55,539,147,579,20,2,18,1
4024,6,1,1,1,24,2,3,402,21,46,2,1,1,1
4025,8,4,7,3,13,4,11,39,8,29,3,1,2,1
4026,1,1,1,1,16,16,1,27,33,3,19,18,1,1
4027,20,2,19,1,36,2,35,177,50,242,32,3,29,1
4028,276,1,276,1,623,14,610,2850,376,3350,60,5,55,1
4029,4,1,4,1,60,3,58,346,5,356,8,1,7,1
4030,3,1,3,1,16,1,16,41,2,64,18,1,17,1
4031,9,4,7,2,31,18,14,118,45,72,4,2,2,1
4032,30,11,5,1,196,85,14,794,343,63,11,5,6,1
4033,188,1,188,1,5129,3,5127,20183,15,28984,273,1,272,1
4034,13,4,11,2,22,5,19,233,74,157,7,1,6,1
4035,1,1,1,1,2,2,1,6,3,2,2,1,1,1
4036,15,15,2,2,32,32,2,144,167,10,18,16,2,1
4037,65,65,1,1,334,330,5,8643,205106,26,113,111,2,1
4038,28,1,28,1,162,2,161,867,3,1220,12,2,10,1
4039,58,58,4,4,416,407,10,1852,3013,84,107,106,1,1
4040,26,4,24,2,47,13,36,1960,29,1929,12,4,8,1
4041,68,19,52,3,403,19,387,1198,22,1202,19,1,18,1
4042,130,95,121,86,1141,974,249,5234,4652,500,6,2,4,1
4043,29,22,8,1,414,38,378,1447,165,1292,5,1,4,1
4044,20,11,11,2,828,801,28,12093,22905,378,15,8,7,1
4045,134,6,132,4,262,15,248,1218,50,1319,56,2,54,1
4046,182,3,182,3,11322,3,11321,74045,33,137224,184,2,182,1
4047,34,29,7,2,50,30,22,368,46,380,13,3,10,1
4048,7,4,5,2,241,237,5,11168,6226,4941,4,2,2,1
4049,5,5,1,1,19,19,1,53,64,2,13,12,1,1
4050,15,11,5,1,77,58,19,4548,2688,1853,4,3,1,1
4051,2,1,2,1,2,1,2,28,3,25,3,1,2,1
4052,1,1,1,1,3,3,1,7,8,4,2,1,1,1
4053,3,3,1,1,3,3,1,21,12,8,2,1,1,1
4054,303,6,303,6,777,42,759,58148,3984,258206,304,3,301,1
4055,3,2,2,1,14,7,8,40,22,21,4,2,2,1
4056,75,9,70,4,359,9,352,1752,65,1766,13,3,10,1
4057,1,1,1,1,4,3,3,34,17,16,2,1,1,1
4058,13,8,6,1,101,91,11,190,172,17,4,2,2,1
4059,30,12,23,5,1144,1104,48,3490,4621,1122,27,10,17,1
4060,36,18,20,2,196,25,173,5841,5174,675,11,4,7,1
4061,69,61,22,14,93,74,30,1353,152,1214,15,10,5,1
4062,14,14,1,1,35,35,1,41,37,3,4,3,1,1
4063,22,20,4,2,48,43,6,357,391,47,13,11,2,1
4064,8,2,7,1,28,9,20,196,88,119,9,1,8,1
4065,10,10,1,1,580,580,1,3303,3320,4,8,7,1,1
4066,396,1,396,1,3674,25,3650,68808,204,76033,129,4,125,1
4067,540,540,1,1,3359,3359,1,29927,151056,488,1323,1322,1,1
4068,165,155,12,2,184,155,30,320,203,141,8,2,6,1
4069,23,1,23,1,32,1,32,360,3,366,12,1,11,1
4070,291,193,100,4,2978,2727,261,91110,90699,426,10,9,1,1
4071,7,3,5,1,47,5,43,217,37,212,9,3,6,1
4072,7,1,7,1,41,1,41,70,2,71,10,1,9,1
4073,141,40,122,39,2336,1587,753,6275,3019,3068,21,2,19,1
4074,435,2,435,2,2152,5,2148,16603,15,25189,271,2,269,1
4075,4,3,4,3,11,5,5,162,73,60,4,2,2,1
4076,3,2,2,1,9,6,3,13,7,4,4,1,3,1
4077,4,1,4,1,18,1,18,84,6,83,8,2,6,1
4078,8,3,8,3,23,10,14,108,196,48,12,6,6,1
4079,15,4,12,2,52,18,36,1114,328,914,4,2,2,1
4080,14,13,3,2,38,36,3,96,113,9,5,4,1,1
4081,10,1,10,1,26,1,26,110,3,161,25,1,24,1
4082,43,31,16,4,213,75,142,542,212,378,8,4,4,1
4083,168,166,4,2,188,185,4,716,770,274,12,10,2,1
4084,225,221,4,0,8058,8052,5,48337,48305,31,4,1,3,1
4085,53,20,40,7,81,41,42,176,149,50,15,14,1,1
4086,45,1,45,1,223,4,220,1770,27,5278,86,1,85,1
4087,49,1,49,1,134,1,134,1660,29,6843,163,1,162,1
4088,22,3,22,3,54,3,54,289,6,305,12,1,11,1
4089,131,130,115,114,1057,1040,176,6434,6420,341,29,27,2,1
4090,33,32,2,1,64,58,7,726,714,18,11,10,1,1
4091,217,3,215,1,764,281,484,30216,1854,28426,7,1,6,1
4092,4,2,4,2,7,2,7,39,8,29,8,2,6,1
4093,45,2,45,2,326,7,321,1999,47,3349,118,2,116,1
4094,41,40,3,2,339,334,7,890,849,91,11,6,5,1
4095,67,16,58,8,375,70,302,1886,150,1792,44,10,34,1
4096,10,7,6,3,35,30,7,533,154,1661,25,19,6,1
4097,2,2,2,2,3,3,2,82,81,40,3,2,1,1
4098,7,6,3,2,39,31,9,114,129,24,5,4,1,1
4099,18,13,7,2,45,29,17,117,88,40,10,9,1,1
4100,12,4,10,2,45,16,30,129,50,78,2,1,1,1
4101,8,6,4,2,16,12,5,67,56,14,4,3,1,1
4102,39,36,4,3,247,233,7,1811,2040,562,26,23,3,1
4103,15,3,13,1,33,5,29,267,19,424,19,3,16,1
4104,1,1,1,1,6,5,3,20,21,7,12,9,3,1
4105,2,1,2,1,4,2,3,10,4,5,4,1,3,1
4106,11,1,11,1,27,1,27,107,3,103,14,1,13,1
4107,4,4,1,1,28,28,1,110,98,11,2,1,1,1
